4	B	From reasons listed above , we can safely draw the conclusion that , a government should spare effort on young children education as well as universities , both are crucial on the way to a brighter future .
5	B	Much has been said about the importance about good roommates and how roommates will affect our life in school
5	I	Research showed that friends that we made in university are more likely to be life time friends and this especially applicable to roommate
5	I	In my personal opinion , the most important quality of roommates is being considered
5	I	In the meantime , communication is also another essential particularity of a good roommate .
5	B	Consideration is always important in relationship
5	I	For example , roommate turns down the music or television volume at night time
5	I	Sometimes we will not know what we have done until we have a taste of our own medicine
5	I	At all times , think about the other ' s feeling before doing any self - centered action would help to improve the roommate relationship tremendously
5	I	Therefore , having a considered roommate is significantly imperative to our school life
5	I	It will not only prevent conflicts but also to have a friend or even a family member .
5	B	Moreover , communication is as well making a good roommate
5	I	People have different habit in daily life , such as tidy the blanket in the morning
5	I	One might think this is a piece of cake while other would consider it as immense project
5	I	If one requested to move out just because his roommate do not tidy up the blanket in the morning might be crying over split milk
5	I	Therefore , communication is very important as it would clear up the misinterpretation
5	I	Through communication , bonded are build and we could have better understanding of each others .
5	B	In conclusion , there are many valuable factors about roommate that are important
5	I	Consideration and communication , in my personal opinion , are the most important quality
5	I	However , people might not get what they want all the time
5	I	The sky is the limit ; there are all kinds of personality out there
5	I	We need to be flexible to be account into society .
6	B	Nowadays transportation has attracted much social concern
6	I	Whether governments should invest more money in traffic infrastructure or focus more on developing public transportation has erupted endless controversy
6	I	It does not seem unreasonable to suggest that governments spend more money on buses , trains , and subways investment
6	I	Such public vehicles are used to serve a large number of people in society therefore they help alleviate traffic congestion and decrease the amount of carbon released into the air
6	I	Both these two things are important .
6	B	First and foremost , carbon emission cut is significantly essential for protecting the atmosphere
6	I	The fact is that the more cars and motorbikes are on roads , the more seriously the ozone layer is damaged
6	I	If governments use more money to improve roads , there is a strong likelihood that more people drive their private cars work
6	I	This is sure to lead to more carbon emitted into the atmosphere , which can cause skin cancer and destroy the natural environment
6	I	Whereas , if there are more good buses , trains , or subways , people are inclined to use less private vehicles , which decreases the amount of carbon released
6	I	Obviously , the policy that concentrates money on developing public transportation brings an advantageous impact on earth .
6	B	In addition , the policy would play a pivotal part in relieving traffic jam
6	I	It is quiet clear that traffic congestion is a serious problem in many big cities
6	I	The main reason for this issue is that there are a great number of vehicles flowing on roads
6	I	In order to tackle the problem , governments have to turn people ' attention on public vehicles to reduce cars and motorbikes
6	I	There is the possibility that improving roads and highways does not seem to reach the major cause of traffic congestion .
6	B	In conclusion , I would concede that high - quality roads and highways make it easier to move around
6	I	Nevertheless , public transportation systems even have more important advantages
6	I	They not only ease traffic jam but also protect the atmosphere
6	I	That is why many governments around the world invest more money on developing public transportation facilities .
7	B	Although some people think that the major part of school schedule should be entirely devoted to academics , I truly believe that the physical education part should not be outweighed
7	I	Physical exercises help to create healthy nation , assist to learning through direct observation and finally aid to financial development of a country .
7	B	First of all , the ancient Latin proverb says :  Anima sana in corpore sano , which means that healthy body is basis for healthy soul
7	I	There is a direct linkage between people ' s health and the frequency of doing physical exercises
7	I	The more we practice , the better we feel
7	I	Additionally , there is a fact that one can improve health conditions with everyday physical activity : gradually , step by step we change physical condition to better
7	I	So , if the entire nation , from their school ages begin going for sports and try doing that everyday , eventually it may help to build healthy nation .
7	B	Besides , when we practice outdoors and indoors sports , many aspects are getting clearer
7	I	For example , when a person goes jogging everyday , eventually he can understand his own body through direct observation
7	I	Alike , the school basketball team gains more knowledge on how to succeed in some particular kind of throwing the ball into hoot practicing rather than learning theoretically
7	I	Furthermore , almost all natural science discoveries were made by direct observation , which is a part of physical education .
7	B	Last , but not least , financial sustainability of a region mostly depends on how healthy the population is
7	I	For instance , the money invested into physical education program can save allocations into healthcare , since the nation is comparatively healthy
7	I	Along with that , physically healthy people can contribute more both into economical and social development
7	I	As a matter of fact , the better a person feels , the better his brain works
7	I	Therefore , putting physical activities in early steps of human development would finally lead to mentally healthy society
7	I	As hence it ends up with financially competitive country .
7	B	In the conclusion , I would like to say that the more attention is withdrawn to a problem of physical education , the more influence we can get on academic success of students .
8	B	Technology accelerates human ' s evolving pace
8	I	With advanced technology , many things that seemed impossible in the past , have become realities
8	I	For example , people in the past never dreamed of talking to anyone whenever they wanted or see someone overseas on a computer screen , both of these can be achieved with cellphone and internet
8	I	However , some people point that technology has made children less creative
8	I	I don ' t deny that technology may have some negative effects on children , but I think technology makes children even more creative .
8	B	First , technology inspires children to create new things
8	I	Children are curious about everything around them , so when they come across a high - tech product like a cellphone , they will be obsessed with its mysterious functions and eager to know how it works
8	I	For example , Bill Gates was attracted by the original huge computer , then he did everything he could to understand how it worked
8	I	After he had figured out all the stuff , he then began to promote the computer
8	I	In the end , he successfully invented a computer that was easy to use and lightweight
8	I	Therefore , instead of interfering children ' s creativity , technology actually encourages children to learn and to create .
8	B	Second , technology widen children ' s knowledge
8	I	In the past , children were only able to see things from one perspective
8	I	However , with highly advanced technology , children are able to get information from foreign countries and even communicate with foreign friends
8	I	Therefore , they will be able to learn about different cultures and different ways of thinking
8	I	Knowledge is the base of creativity
8	I	The diverse knowledge that children gained from different parts of the world , inspires children and encourage them to create new things .
8	B	Admittedly , technology may have negative effects on children
8	I	Technology has made life too easy for most children
8	I	In comfortable conditions , children may be satisfied with the world around them and refuse to make a change
8	I	Nonetheless , with the development of technology , increasingly more young people become obsessed with high - tech products
8	I	They kept researching new technology and became successful at a very young age .
9	O	Over the last half century the change in the life of human beings has increased beyond our wildest expectations
9	O	There are countless new technological equipments flooding into our lives , such as the Internet , television and cell phone
9	O	They all enrich our daily lives
9	O	Now , many students learn from Internet after class and they find it quite helpful .
9	B	Many people find that students at schools and universities still learn much more from lessons with teachers
9	I	They argue that teachers teach students how to write , read and calculate since they are in kindergarten
9	I	And when they are in primary school , teachers teach them more further knowledge , like writing skills and using computers
9	I	It is teachers that help them with obstacles in schooling
9	I	On the other hand , students gain most of the knowledge through teachers and learn what is right and wrong with the assistance of teachers .
9	B	Those who feel that students learn far more from other sources , such as the Internet and television , firmly believe that within this sources students learn lots of things which they can ' t learn in classes
9	I	They can only input some key words and google it , and then there are numberless articles and websites related to it
9	I	In this case , students learn things easily
9	I	Moreover , they contend that good television programs do teach students
9	I	For instance , Discovery Channel has many instructive episodes
9	I	Students have knowledge of others cultures , outer space etc .
9	B	Personally , I think that students learn far more from their teachers than from other source
9	I	Because not only do teachers teach us knowledge but also the skills to tell right from wrong
9	I	Just imagine : if a student can ' t even make out whether the source is reasonable or not , then how can he get the right information to help him to learn ?
10	B	The introduction of email and text messaging has brought about considerable changes in communication
10	I	With this situation , some people believe that they may be factors decreasing the position of written language
10	I	I am in favor of that idea because of their advantages and the fact we can see today about the use of these new means .
10	B	First of all , it is easy to point out many benefits users can get from email and text messaging , which answers to the question of their great popularity
10	I	Before email and mobile phone , human beings communicated by meeting directly , sending letters or later , calling from home phones
10	I	Such ways usually made people have troubles for the expensiveness , difficulties in far communication or emergency and the loss of information
10	I	However , email and cell phones have improved the obstacles above
10	I	People can send or receive electronic letters anywhere and anytime they want
10	I	Especially , thanks to the function provided by email and text messaging ( SMS ), it is cheaper and faster to transfer a lot of information , even to many people at the same time
10	I	They are so convenient that the majority of population prefer to use them instead of some traditional ways .
10	B	The popularity of email and text messaging , as a result , leads to the losing of written language ' s position
10	I	People tend to use slangs and abbreviated words to shorten their writing and save more time in communicating for other activities
10	I	The outcome is that language in writing is not in its original form
10	I	Even in some cases , people compose a message with only emoticons ( the expressions by face created by service providers ), which means there is no room for writing or typing texts
10	I	Moreover , it is more dangerous that youngsters sometimes use such new languages in their studying , writing assignments
10	I	If that tendency continues at a rapid pace , written language may face up to a real problem about its stand .
10	B	In conclusion , we cannot deny the threat from email and text messaging to the status of written language because their obvious popularity
10	I	Nevertheless , educators and individuals themselves , especially the youths should pay ore attention to this matter so that we can take advantages of the new language along with preserving the traditional one .
11	B	With the rapid development of the standard of people ' s life , increasing numbers of animal experiments are done , new medicines and foods , for instance
11	I	Some opponents says that it is cruel to animals and nature , however , I believe that no sensible person will deny that it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals
11	I	In my essay , I will discuss this issue from twofold aspects .
11	B	First of all , as we all know , animals are friendly and vital for people , because if there are no animals in the world , the balance of nature will broke down , and we , human , will die out as well
11	I	The animal experiments accelerate the vanishing of some categories of animals
11	I	In other words , doing this various testing is a hazard of human ' s future and next generation .
11	B	Though animal experiments have negative impact on the natural balance , it is necessary to make sure that people can live a long life
11	I	To begin with , it is indisputable that every new kind food or pill may be noxious , and scientists must do something to insure that the new invention benefits people instead of making people ill or even dying
11	I	The new foods or medicines are invented to promote the quantity of human ' s life
11	I	Thus even if they are volunteers ; they cannot take the place of animals to test the new foods or medicines
11	I	Furthermore , it also have potentially harm for human ' s health without any testing .
11	B	To sum up , I reaffirm that although there is some disadvantages of animals ' profits , the merits of animal experiments still outweigh the demerits .
12	B	It is very hard to find a home that does not have a television
12	I	Nowadays , number of television channels and programs are increasing everyday
12	I	Unfortunately , most of people do not have a plan for make a limitation or schedule for watching television
12	I	I agree with that idea that television devastate families ties .
12	B	In spite of enjoying watching television shows , it is really time consuming task
12	I	Emergence of new television channels or shows are not surprising
12	I	We kill time by tracking these channels so at the end of the day we understand it is late for doing any other activities
12	I	This is a problem that suffers all of us everyday
12	I	At the end , there is no time for call to our parents or friends .
12	B	Second , I think watching television programs makes us lazy
12	I	We usually spend our times in front of television for at least three ours a day when we come back home after eight - hour working in the office
12	I	Hence , we do not have time to spend for healthy activity such as going to a gym or doing other sports
12	I	This makes us a lazy person who prefers to do sedentary activities like watching television shows rather than be active and sociable .
12	B	Last but not least , some television programs have a negative effect on viewers
12	I	Some thriller or action movies advertise negative activities such as doing criminal activity
12	I	These genre of programs has more negative effects on our teenagers
12	I	They usually try to mimic what they see on movies in their daily behaviors .
12	B	To sum up , killing our time , making us lazy , and advertising negative behaviors are just only few reasons to show how television is destructive
12	I	I think it is a global problem to solve this problem and it is need global contribution to find a solution .
13	O	Nowadays men and women are equally participating in every field
13	O	Contrastingly , in the past time , women worked at home and performed sophisticated work
13	O	This factor is still affecting thinking of many people
13	O	They still believe that in present time women must do such type of work only
13	O	This tendency enforces universities to accept student according to the gender .
13	B	Universities should accept equal numbers of students of both genders
13	I	Initially , if we look into the fact , women have proved themselves in every field whether it is indoor or outdoor
13	I	For example , nowadays women are working in home as well as in the sky
13	I	They are acting as a good housewife and they are flying planes also
13	I	Furthermore , university authority must not be biased on ground of the gender discrimination
13	I	They must consider the academic record of the student as main criteria of admission .
13	B	However , the current job market affects the decision of universities
13	I	Every university designs its courses according to the need of employers
13	I	The job selection criteria are pre decided
13	I	For instance employers need male candidates for the heavy work such as repairing and installation of heavy machine
13	I	They prefer male staff for night shifts
13	I	They want female candidates for soft natured work like counseling , teaching , designing etc
13	I	Therefore , universities follow the requirement of job providers and decide subject suitable for particular gender .
13	B	To conclude , I strongly believe that universities must open choice for everyone to select his subject
13	I	Our youth has become very confident towards his career
13	I	They are not ready to be bound in certain limitations
13	I	Female candidates also do not care about any restriction posed by the society and the employer
13	I	So we must give them opportunity to achieve their goal .
14	B	Many young adults want to get away from their parent ' s houses as soon as possible in order to have no limits , to be independent
14	I	But these young people do not take into account that their lives are going to be more difficult , when they are away from home
14	I	They will have to pay a lot of bills , because they will have to find a lodging or at least a place where to live and in order to have less expenses they will have to find a co - tenant , who they may not like .
14	B	Living in their own houses will save the young adults a lot of money
14	I	If they live separate from their parents they will have to pay for a loan , electricity , water or even for a meal
14	I	If the young adults still study they will have to combine studying with working , because they will not have money to pay for everything
14	I	There will not be such worries when young adults live in their own home , because parents will take care for them
14	I	Moreover , parents will give their children money in order they to focus only on studying .
14	B	Another problem that the young adults may encounter is to find a co - tenant , who they do not like
14	I	His habits may be totally different from theirs , his behavior may be inappropriate , but they will have to live with him or even share a room , in order to have less expenses
14	I	Living with such a person may be a huge problem for the young adults
14	I	When the co - tenant do not share their interests and points of view , they will not be able to ask him for advice
14	I	Furthermore , they are most likely to quarrel every day , instead of to help each other .
14	B	In conclusion , I reckon that for the young adults it will be better to live with their parents , because of the benefits they will have
14	I	They will not need to worry about financial problems or if they will get on well with their roommate .
15	B	Air pollution is an issue threatening the environment in many different ways such as causing holes in the ozone and affecting global heating in the negative way
15	I	I believe that more responsibilities should put on private individuals and companies such as paying to clean up air pollution .
15	B	First , in most industrialized countries , there is a number of companies that holds heavy factories in their constitutions
15	I	The waste products and harmful gases produced by these factories cause a significant amount of air pollution
15	I	While these companies make a huge amount of money from their businesses , most of them are not considering to take precautions to reduce the amount of air pollution
15	I	If these companies were obliged to pay to clean up the air pollution , they would at least make an effort to reduce the amount of air pollution they cause .
15	B	Second , private individuals cause air pollution in several ways such as inessential use of cars and house heating
15	I	As house heating is a major need in the winter time , some households do not consider to use filters to reduce the amount of pollution that the heating causes
15	I	Instead of this , some expensive vehicles cause a huge amount of pollution
15	I	In my opinion , by charging private individuals for causing air pollution , that will at least contribute to reduce the amount of the pollution .
15	B	On the other hand , I believe that governments should restrict the use of products that cause air pollution for both individuals and companies
15	I	Governments also should use an amount of money from their budgets to clean up the air , instead of putting all the responsibility to companies and private individuals .
15	B	In conclusion , due to the fact that governments are responsible to provide a healthy environment for their inhabitants and they should be responsible from cleaning up the air pollution , both companies and private individuals should take the main part to clean up the air pollution .
16	O	Persistent deliberation is happening as to whether it is desirable for the youth to go to university
16	O	In regard to the development of the country , some people believe that it is essential for young students to get high quality of education in universities , while others think that it is only one of causes to increase the rate of unemployment
16	O	In this essay , I will analyze both views first in order to come up with a fool - proof decision .
16	B	To begin with , those who advocate the impracticability of university have several reasons
16	I	From their point of view , the fact is that there are numerous job opportunities for those who do not have the certification of university graduation , such as mechanics , sales persons , or engineers , and , furthermore , labors for graduates are in short supply
16	I	What is worse , the labor market for highly educated students is now too competitive to get a job after finishing their studying
16	I	In this regard it is a loss of national productivity that young people spend much time on searching for high salary jobs , even can be a sheer time - consuming .
16	B	However , on the other side of the coin are voices in the opposition , saying that universities provide not only skills for careers , but also academic knowledge for the human race , such as bio science , politics , and medicine
16	I	These academic values are necessary to the progress of the world
16	I	More importantly , many researches in the ivory - tower have created ingenious discoveries and achievements for the development of modern society
16	I	Another significant factor of universities is that diverse experiences in the campus life can make the young generation more competently because there are a number of chances through internships , deeper discussion , independent life , and exchange scholarships .
16	B	To sum up both contentions about the necessity of universities ' education have reasonable justifications ; however , I agree with the latter view
16	I	Although higher education does not guarantee young students ' success , the benefits of learning in universities are the vital factor in creating more possibilities for the development of society through advancing academic fulfillment and the young generation who have experiences and challenges .
17	B	Nowadays , the popularity of mobile phones has brought about a lot of convenience but at the meanwhile a variety of problems as well , such as social , medical and technical problems
17	I	However , I do not think these disadvantages will outweigh the advantages brought by cell phones
17	I	In this essay , I would like to analyze these three issues in order to support my viewpoint .
17	B	First of all , almost everything that changed our lifestyle a lot will also cause some social problems
17	I	Mobile phones are not out of expectation
17	I	Speaking loudly on the phone in public areas , such as schools , libraries and hospitals appears to be very impolite and offensive
17	I	What is worse , some students utilize their cell phones as an effective cheating tools in examinations in which they can send and receive answers by texting each other
17	I	Nevertheless , it is not impossible to solve these problems , as long as some regulations and rules can be effectively implemented .
17	B	It is also worth mentioning that some harmful effects on our health are lethal
17	I	It has been proved that overusing of the electronic devices including mobile phones could lead to higher possibility of suffering hearing loss and even cancers , although the further investigation are needed .
17	B	Another debatable problem is about techniques
17	I	There is panic among people that their conversation can be intercepted by the third party
17	I	This possibility exists all the time
17	I	But a more efficient and reliable system can also be invented to guarantee the private information of users .
17	B	Moreover , the mobile phone has become a dispensable multifunctional tools in people ' s daily life
17	I	Not only used for communication , but it also functions as an Internet browser , a music player , a personal organizer and so forth .
17	B	In conclusion , nothing can be overused without side effects
17	I	The contribution of the mobile phone to our modern society is prominent and people ' s dependence on it is irreversible , although it has a number of problems that should be well handled .
18	B	Nowadays , whether to establish large factories nearby housing areas has become a controversial issue in our society
18	I	Out of the case of economic development , industrial buildings are a necessary part of modern society
18	I	However a vast number of people are against building a factory near their community because of pollution
18	I	From my point of view , the advantages of building a factory will outweigh its disadvantages , if we tackle the environmental problems brought by factories .
18	B	First of all , a large factory can stimulate local economic growth and reduce the unemployment rate
18	I	To manufacture goods , there must be the demand of laborers , from which the local residents can benefit
18	I	What is more , the factory is not isolated , other industries and business will be quickly established , resulting in economic growth of local area
18	I	For example , the estate industry will be boosted in order to satisfy the workers ' accommodation need .
18	B	The main disadvantage is contamination
18	I	It is true that some area are suffering the dire consequences caused by overdeveloping the industry , such as water pollution , overcrowded traffic and medical problems
18	I	For instance , in some industrial cities , a large proportion of the workers are suffering various breathing problems , such as asthma which can be caused by waste ashes and certain chemical substances .
18	B	However , it is inevitable that there will be more factories built with the development of our society
18	I	Therefore , how to improve the disadvantages of building a factory would be more important than whether to build it
18	I	In fact most problems can be avoidable if the factories put in real and great effort to manage their waste well .
18	O	In conclusion , installation of manufacturing plant is a trend of industrialization for many countries
18	O	Its advantages will outweigh disadvantages as long as the factories dispose their waste and pollution in the correct way .
19	B	Nowadays , more and more people begin to select prepared food as their daily meals , since it can effectively save time which is considered as money in our modern society
19	I	However it is obvious that prepared food can bring about some negative influence result from utilizing the artificial ingredients , ignoring the nutrition of food and modifying people ' s eating habits
19	I	In this essay , I would like to explain why this is not a good thing based on the three reasons above .
19	B	First of all , to make their food easier to prepare and taste delicious , almost every producer adds a wide range of artificial ingredients in to the food that is now purchased by most people
19	I	Some ingredients being added have caused dire consequences
19	I	For instance , there are usually some articles in newspapers and magazines which report the relationship between certain chemical components in some food and diseases
19	I	Thus , easy - to - cook foods sometimes could be dangerous for human ' s health .
19	B	Not cooking fresh food will also lead to the lack of nutrition
19	I	It is true that cooking prepared food needs much less time in comparison with the fresh food
19	I	Whereas some research has apparently demonstrated that prepared food is unable to support enough nutrients we need , especially for children who are growing up .
19	B	In addition , cooking is one of arts humans create
19	I	The more prepared food we eat the more cooking skills we lose
19	I	At the increasing living pace , the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes
19	I	But rare people have been aware that this has contributed to a modification of cooking habits , which may cause the loss of our custom and culture about cooking .
19	B	In conclusion , although the invention of prepared foods definitely satisfies the demand of some people who are busy in their work , it is not a good thing
19	I	Cooking is not a waste of time , contrarily , it is crucial for our health and culture .
20	B	As is commonly understood , there is an increasingly gap between developed countries and developing countries
20	I	It can be seen that some developed countries and organization are proving financial assistance to the impoverished countries
20	I	However , it is disagreed that this can be the best and only way to assist developing countries
20	I	This will be proven by analyzing the necessity of developing their education and the real objective of supporters .
20	B	Firstly , education is an essential part in development
20	I	For instance , most developing countries are lack of educational resources , such as experienced teachers , evaluation systems and teaching facilities , which is usually neglected by local authorities
20	I	From this example , it is obvious that if the developed countries are unwilling to share their successful experience in education , the developing countries will remain undeveloped , even though they gain a great deal of economic support
20	I	Thus , the critical method to improve the condition of poor countries is to help them build up a complete educational system instead of financial aid .
20	B	In addition , it is well acknowledged that there is no free lunch in the world
20	I	This means some powerful countries provide financial support in order to acquire the right to exploit the local resources and target the local labour market
20	I	Indeed , they rarely provide local residents with any technological aid and even cause contamination in some areas
20	I	Therefore , developing countries should not totally depend on the financial support from powerful countries .
20	B	In conclusion , financial aid is not the only way to assist poor countries
20	I	And it has been proven that developing education and improving national technology and science level are the path they have to undergo if they really want to alter current situation .
21	B	It is no secret that advertising become inseparable part of our modern life
21	I	We come across with ads almost everywhere and everyday
21	I	Some people argue that companies by advertising their goods or services spend their money for nothing
21	I	Other critics say that ads have no purpose , they only cause damages to society and all forms of advertising should be banned
21	I	On my part I would like to solve this issue on a different way
21	I	Society does need an advertising but it is our responsibility to control the content and what kind of goods and services we would like to offer to our customers .
21	B	First of all , I do support the idea that advertising alcohol , cigarettes , goods and services with adult content should be prohibited because these kind of ads will have negative effect to our children
21	I	Youngsters might be tempted to buy cigarettes or alcohol and later to start consume it on a daily basis
21	I	Fortunately , some countries take this issue seriously and advertising alcohol , cigarettes and materials with adult content is banned on those countries .
21	B	On the other hand by advertising companies , businesses , firms and individuals promote their goods and services
21	I	Thanks to ads we learn about new products , we can compare them and choose what ’ s the best for us .
21	B	These days , not only many businesses , but also governments have to rely on advertising
21	I	For example , tourism makes up one - third of the Czech Republic ' s economy
21	I	In order to promote the country ' s attractions , the Czech government has to advertise and sell its services to foreign consumers
21	I	Only well planned and well targeted advertising will bring more foreign tourists to the country .
